time,rate,requested_rate
2025-09-18T17:47:48.484235718+00:00,2465,
2025-09-18T17:47:49.484549367+00:00,199508,
2025-09-18T17:47:50.484077454+00:00,97918,
2025-09-18T17:47:51.484031541+00:00,104469,
2025-09-18T17:47:52.484893914+00:00,87209,
2025-09-18T17:47:53.484019989+00:00,43315,
2025-09-18T17:47:54.484736758+00:00,87011,
2025-09-18T17:47:55.484522823+00:00,86999,
2025-09-18T17:47:56.484555423+00:00,86997,
2025-09-18T17:47:57.484811447+00:00,43322,
2025-09-18T17:47:58.484576559+00:00,87012,
2025-09-18T17:47:59.484481305+00:00,87004,
2025-09-18T17:48:00.484208284+00:00,43667,
2025-09-18T17:48:01.483926589+00:00,87023,
2025-09-18T17:48:02.484653744+00:00,86670,
2025-09-18T17:48:03.495176603+00:00,84293,
2025-09-18T17:48:04.484008229+00:00,43672,
2025-09-18T17:48:05.484000704+00:00,87011,
2025-09-18T17:48:06.484730748+00:00,127611,
2025-09-18T17:48:07.484427970+00:00,176722,
2025-09-18T17:48:08.484805664+00:00,174017,
2025-09-18T17:48:09.483948923+00:00,165776,
2025-09-18T17:48:10.484159201+00:00,135767,
2025-09-18T17:48:11.484140007+00:00,174037,
2025-09-18T17:48:12.484932699+00:00,165476,
2025-09-18T17:48:13.484084704+00:00,165817,
2025-09-18T17:48:14.484212128+00:00,174018,
2025-09-18T17:48:15.484621031+00:00,165809,
2025-09-18T17:48:16.484232836+00:00,165835,
2025-09-18T17:48:17.484019537+00:00,168573,
2025-09-18T17:48:18.484921229+00:00,174034,
2025-09-18T17:48:19.484013855+00:00,135820,
2025-09-18T17:48:20.484695121+00:00,176737,
2025-09-18T17:48:21.484904848+00:00,173653,
2025-09-18T17:48:22.484211112+00:00,182201,
2025-09-18T17:48:23.484816244+00:00,165835,
2025-09-18T17:48:24.484016868+00:00,206523,
2025-09-18T17:48:25.484081330+00:00,202331,
2025-09-18T17:48:26.484222285+00:00,144844,
2025-09-18T17:48:27.484695791+00:00,165765,
2025-09-18T17:48:28.484885961+00:00,176752,
2025-09-18T17:48:29.484881516+00:00,165846,
2025-09-18T17:48:30.484098822+00:00,173988,
2025-09-18T17:48:31.484570292+00:00,127628,
2025-09-18T17:48:32.484738243+00:00,174040,
2025-09-18T17:48:33.484702807+00:00,184930,
2025-09-18T17:48:34.484359003+00:00,168231,
2025-09-18T17:48:35.484300863+00:00,148495,
2025-09-18T17:48:36.484036141+00:00,205223,
2025-09-18T17:48:37.484570944+00:00,183920,
2025-09-18T17:48:38.484010595+00:00,139237,
2025-09-18T17:48:39.484727215+00:00,183919,
2025-09-18T17:48:40.484808152+00:00,151153,
2025-09-18T17:48:41.484460869+00:00,88975,
2025-09-18T17:48:42.484224029+00:00,145193,
2025-09-18T17:48:43.483945578+00:00,192886,
2025-09-18T17:48:44.484016533+00:00,189903,
2025-09-18T17:48:45.484420433+00:00,148177,
2025-09-18T17:48:46.484368331+00:00,189909,
2025-09-18T17:48:47.484427530+00:00,201450,
2025-09-18T17:48:48.484662603+00:00,176304,
2025-09-18T17:48:49.484810431+00:00,174001,
2025-09-18T17:48:50.484491229+00:00,122158,
2025-09-18T17:48:51.484602844+00:00,184945,
2025-09-18T17:48:52.484293613+00:00,69971,
