time,rate,requested_rate
2025-09-18T17:46:33.639748319+00:00,411,
2025-09-18T17:46:33.639758950+00:00,0,
2025-09-18T17:46:33.639761513+00:00,0,
2025-09-18T17:46:33.639765635+00:00,0,
2025-09-18T17:46:33.639767652+00:00,0,
2025-09-18T17:46:33.639769607+00:00,0,
2025-09-18T17:46:33.749377818+00:00,78223,
2025-09-18T17:46:34.743853733+00:00,153247,
2025-09-18T17:46:35.743245400+00:00,104474,
2025-09-18T17:46:36.743476649+00:00,98557,
2025-09-18T17:46:37.743706836+00:00,89744,
2025-09-18T17:46:38.743217203+00:00,43325,
2025-09-18T17:46:39.743808810+00:00,87002,
2025-09-18T17:46:40.743803984+00:00,87013,
2025-09-18T17:46:41.743239145+00:00,86984,
2025-09-18T17:46:42.743546222+00:00,135816,
2025-09-18T17:46:43.743774071+00:00,92441,
2025-09-18T17:46:44.743070683+00:00,87022,
2025-09-18T17:46:45.743614723+00:00,135822,
2025-09-18T17:46:46.742942641+00:00,86992,
2025-09-18T17:46:47.743746082+00:00,135811,
2025-09-18T17:46:48.743741729+00:00,92479,
2025-09-18T17:46:49.743837834+00:00,236425,
2025-09-18T17:46:50.743664187+00:00,230953,
2025-09-18T17:46:51.743780179+00:00,230964,
2025-09-18T17:46:52.743741773+00:00,231011,
2025-09-18T17:46:53.743503238+00:00,230982,
2025-09-18T17:46:54.743799339+00:00,230989,
2025-09-18T17:46:55.742895147+00:00,239180,
2025-09-18T17:46:56.743235948+00:00,231034,
2025-09-18T17:46:57.743336473+00:00,231011,
2025-09-18T17:46:58.743582923+00:00,195855,
2025-09-18T17:46:59.743817381+00:00,233695,
2025-09-18T17:47:00.743730383+00:00,187660,
2025-09-18T17:47:01.743032190+00:00,263082,
2025-09-18T17:47:02.743485658+00:00,282452,
2025-09-18T17:47:03.743678310+00:00,241875,
2025-09-18T17:47:04.743668458+00:00,239158,
2025-09-18T17:47:05.743029844+00:00,193147,
2025-09-18T17:47:06.743824726+00:00,249752,
2025-09-18T17:47:07.743021508+00:00,239214,
2025-09-18T17:47:08.742930645+00:00,195882,
2025-09-18T17:47:09.743549313+00:00,253242,
2025-09-18T17:47:10.743456607+00:00,278730,
2025-09-18T17:47:11.743018688+00:00,201432,
2025-09-18T17:47:12.743868424+00:00,275854,
2025-09-18T17:47:13.743554063+00:00,213337,
2025-09-18T17:47:14.743233403+00:00,272919,
2025-09-18T17:47:15.742957972+00:00,201440,
2025-09-18T17:47:16.743261411+00:00,272935,
2025-09-18T17:47:17.743255150+00:00,210775,
2025-09-18T17:47:18.743317757+00:00,204679,
2025-09-18T17:47:19.743395335+00:00,190357,
2025-09-18T17:47:20.743291053+00:00,138549,
2025-09-18T17:47:21.742999140+00:00,143993,
2025-09-18T17:47:22.743128855+00:00,132074,
