time,rate,requested_rate
2025-09-18T17:49:21.942698938+00:00,2463,
2025-09-18T17:49:22.942751577+00:00,268743,
2025-09-18T17:49:23.942365969+00:00,65149,
2025-09-18T17:49:24.942006985+00:00,120402,
2025-09-18T17:49:25.942085570+00:00,54257,
2025-09-18T17:49:26.942697716+00:00,108491,
2025-09-18T17:49:27.941913924+00:00,54580,
2025-09-18T17:49:28.942707459+00:00,103055,
2025-09-18T17:49:29.942174508+00:00,54569,
2025-09-18T17:49:30.942015215+00:00,54251,
2025-09-18T17:49:31.941991606+00:00,108859,
2025-09-18T17:49:32.942199931+00:00,54238,
2025-09-18T17:49:33.942546778+00:00,108855,
2025-09-18T17:49:34.942867263+00:00,54248,
2025-09-18T17:49:35.942021810+00:00,56997,
2025-09-18T17:49:36.942248108+00:00,54254,
2025-09-18T17:49:37.942871474+00:00,108837,
2025-09-18T17:49:38.942887281+00:00,54263,
2025-09-18T17:49:39.942099598+00:00,168552,
2025-09-18T17:49:40.942626636+00:00,173997,
2025-09-18T17:49:41.948484173+00:00,160893,
2025-09-18T17:49:42.942182808+00:00,132490,
2025-09-18T17:49:43.941956843+00:00,173993,
2025-09-18T17:49:44.942824178+00:00,165855,
2025-09-18T17:49:45.942755744+00:00,173982,
2025-09-18T17:49:46.942712748+00:00,165818,
2025-09-18T17:49:47.942756074+00:00,176403,
2025-09-18T17:49:48.942286755+00:00,174013,
2025-09-18T17:49:49.942692275+00:00,160377,
2025-09-18T17:49:50.956329581+00:00,152732,
2025-09-18T17:49:51.942561830+00:00,132896,
2025-09-18T17:49:52.942334033+00:00,173673,
2025-09-18T17:49:53.942859321+00:00,174026,
2025-09-18T17:49:54.942235508+00:00,168521,
2025-09-18T17:49:55.942284652+00:00,174016,
2025-09-18T17:49:56.942307896+00:00,171692,
2025-09-18T17:49:57.942016232+00:00,208923,
2025-09-18T17:49:58.953583229+00:00,190025,
2025-09-18T17:49:59.942414197+00:00,132509,
2025-09-18T17:50:00.942346895+00:00,173979,
2025-09-18T17:50:01.942192157+00:00,174005,
2025-09-18T17:50:02.942219297+00:00,176766,
2025-09-18T17:50:03.942003025+00:00,173635,
2025-09-18T17:50:04.942352509+00:00,111607,
2025-09-18T17:50:05.942867905+00:00,165845,
2025-09-18T17:50:06.942470933+00:00,174020,
2025-09-18T17:50:07.942110270+00:00,173689,
2025-09-18T17:50:08.942799344+00:00,186408,
2025-09-18T17:50:09.942189947+00:00,132969,
2025-09-18T17:50:10.942059416+00:00,183541,
2025-09-18T17:50:11.942396799+00:00,124727,
2025-09-18T17:50:12.942222399+00:00,186887,
2025-09-18T17:50:13.942045112+00:00,127336,
2025-09-18T17:50:14.942133482+00:00,112794,
2025-09-18T17:50:15.942655684+00:00,56223,
2025-09-18T17:50:16.942149535+00:00,121730,
2025-09-18T17:50:17.942163199+00:00,189538,
2025-09-18T17:50:18.941931915+00:00,189908,
2025-09-18T17:50:19.942005182+00:00,189880,
2025-09-18T17:50:20.953889066+00:00,175201,
2025-09-18T17:50:21.953813513+00:00,180962,
2025-09-18T17:50:22.942133353+00:00,135129,
2025-09-18T17:50:23.942018381+00:00,173978,
2025-09-18T17:50:24.942651584+00:00,165503,
2025-09-18T17:50:25.942742172+00:00,176763,
2025-09-18T17:50:26.942749620+00:00,75080,
