time,rate,requested_rate
2025-09-18T17:03:44.090095844+00:00,236,
2025-09-18T17:03:44.090111188+00:00,0,
2025-09-18T17:03:44.090116441+00:00,0,
2025-09-18T17:03:44.090136584+00:00,0,
2025-09-18T17:03:44.090142612+00:00,0,
2025-09-18T17:03:44.090144708+00:00,0,
2025-09-18T17:03:44.090149344+00:00,0,
2025-09-18T17:03:44.090151625+00:00,0,
2025-09-18T17:03:44.090154016+00:00,0,
2025-09-18T17:03:44.090158325+00:00,0,
2025-09-18T17:03:44.090162345+00:00,0,
2025-09-18T17:03:44.090164256+00:00,0,
2025-09-18T17:03:44.090167623+00:00,0,
2025-09-18T17:03:44.090173355+00:00,0,
2025-09-18T17:03:44.090175568+00:00,0,
2025-09-18T17:03:44.090180165+00:00,0,
2025-09-18T17:03:44.090184087+00:00,0,
2025-09-18T17:03:44.090187922+00:00,0,
2025-09-18T17:03:44.090192979+00:00,0,
2025-09-18T17:03:44.090194909+00:00,0,
2025-09-18T17:03:44.090198623+00:00,0,
2025-09-18T17:03:44.090202523+00:00,0,
2025-09-18T17:03:44.090206621+00:00,0,
2025-09-18T17:03:44.090210516+00:00,0,
2025-09-18T17:03:44.090214302+00:00,0,
2025-09-18T17:03:44.090216993+00:00,0,
2025-09-18T17:03:44.090219877+00:00,0,
2025-09-18T17:03:44.090223356+00:00,0,
2025-09-18T17:03:44.090225280+00:00,0,
2025-09-18T17:03:44.090229513+00:00,0,
2025-09-18T17:03:44.090231850+00:00,0,
2025-09-18T17:03:44.090236212+00:00,0,
2025-09-18T17:03:44.090238123+00:00,0,
2025-09-18T17:03:44.090242031+00:00,0,
2025-09-18T17:03:44.090244097+00:00,0,
2025-09-18T17:03:44.090248076+00:00,0,
2025-09-18T17:03:44.090252314+00:00,0,
2025-09-18T17:03:44.090256283+00:00,0,
2025-09-18T17:03:44.828663442+00:00,455496,
2025-09-18T17:03:45.828685955+00:00,144268,
